"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","GSRank","DOI_missing","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"379","10.1177/1948550619877856","Dissecting dispositionality: distance increases stability of attribution","dissecting dispositionality distance increases sta",6,"A Körner, S Moritz, R Deutsch",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619877856",95,FALSE,6,2,2,3,3,"Causes of behavior are often classified as either dispositional (eg, personality) or situational (eg, circumstances). However, the disposition–situation dichotomy confounds locus (internal …","https://www.researchgate.net/profile/Anita-Koerner/publication/336784280_Dissecting_Dispositionality_Distance_Increases_Stability_of_Attribution/links/5db70a28299bf111d4d76a4f/Dissecting-Dispositionality-Distance-Increases-Stability-of-Attribution.pdf","https://scholar.google.com/scholar?q=related:EsLjvfvkhIsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"380","10.1177/1948550619878422","Social-experience and temperamental predictors of rejection sensitivity: A prospective study","socialexperience and temperamental predictors of r",16,"AM Araiza, AL Freitas, DN Klein",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619878422",48,FALSE,16,5.33,5,3,3,"Rejection sensitivity (RS) is the tendency for individuals to anxiously expect, readily perceive, and overreact to interpersonal rejection. Existing theory presumes that early …","http://psychology.psy.sunysb.edu/afreitas-/publications/AraizaFreitasKlein2019.pdf","https://scholar.google.com/scholar?q=related:MF_8ZN3haPYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"381","10.1177/1948550619878423","Change goals robustly predict trait growth: A mega-analysis of a dozen intensive longitudinal studies examining volitional change","change goals robustly predict trait growth a megaa",60,"NW Hudson, RC Fraley, WJ Chopik…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619878423",13,FALSE,60,20,15,4,3,"Research suggests that change goals (desires to change personality traits) predict subsequent trait growth. In this article, we (re) analyzed all data our labs have collected as of …","https://www.nathanwhudson.com/vita/pdf/Hudson%20et%20al.,%202020d.pdf","https://scholar.google.com/scholar?q=related:OPR7Mg1G-ZgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"382","10.1177/1948550619879907","Forever foreign? Asian Australians assimilating to Australian culture are still perceived as less Australian than White Australians","forever foreign asian australians assimilating to ",7,"M Thai, NA Szeszeran, MJ Hornsey…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619879907",90,FALSE,7,2.33,2,4,3,"Westerners of Asian descent emphasize their engagement with national culture to assert their national identity. The present research investigates whether this strategy effectively …",NA,"https://scholar.google.com/scholar?q=related:eDf8nWKvtTgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"383","10.1177/1948550619879911","Transgender and cisgender children's stereotypes and beliefs about others' stereotypes","transgender and cisgender childrens stereotypes an",7,"JD Rubin, S Gülgöz, D Alonso…",2020,"… and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619879911",83,FALSE,7,2.33,2,4,3,"Early in childhood, children already have an awareness of prescriptive stereotypes—or beliefs about what a girl or boy should do (eg,“girls should play with dolls”). In the present …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8043623/","https://scholar.google.com/scholar?q=related:-pHn_ielACAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"384","10.1177/1948550619882028","Women's strategic defenses against same-sex aggression: Evidence from sartorial behavior","womens strategic defenses against samesex aggressi",20,"JA Krems, AM Rankin…",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619882028",41,FALSE,20,6.67,7,3,3,"Women's intrasexual competition has received significant attention only in the last decades, with even less work investigating women's defenses against such aggression. Yet, we …",NA,"https://scholar.google.com/scholar?q=related:snrHuUTlx7kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"385","10.1177/1948550619882032","Feeling like an imposter: The effect of perceived classroom competition on the daily psychological experiences of first-generation college students","feeling like an imposter the effect of perceived c",137,"EA Canning, J LaCosse, KM Kroeper…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619882032",5,FALSE,137,45.67,34,4,3,"Many college students intend to pursue science, technology, engineering, and math (STEM) careers but quickly abandon these goals when confronted with notoriously competitive …","https://journals.sagepub.com/doi/full/10.1177/1948550619882032","https://scholar.google.com/scholar?q=related:6VUNkQoG4k8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"386","10.1177/1948550619882036","Embodied capital and risk-related traits, attitudes, behaviors, and outcomes: an exploratory examination of attractiveness, cognitive ability, and physical ability","embodied capital and riskrelated traits attitudes ",10,"N Refaie, S Mishra",2020,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619882036",69,FALSE,10,3.33,5,2,3,"The relative state model posits two nonindependent pathways to risk. The need-based pathway suggests people take risks when nonrisky options are unlikely to meet their needs …","https://www.researchgate.net/profile/Nabhan-Refaie/publication/339080218_Embodied_Capital_and_Risk-Related_Traits_Attitudes_Behaviors_and_Outcomes_An_Exploratory_Examination_of_Attractiveness_Cognitive_Ability_and_Physical_Ability/links/5e5836df4585152ce8f4a523/Embodied-Capital-and-Risk-Related-Traits-Attitudes-Behaviors-and-Outcomes-An-Exploratory-Examination-of-Attractiveness-Cognitive-Ability-and-Physical-Ability.pdf","https://scholar.google.com/scholar?q=related:TyYve5mF0BQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"387","10.1177/1948550619882038","Evidence for cultural variability in right-wing authoritarianism factor structure in a politically unstable context","evidence for cultural variability in rightwing aut",17,"F Vilanova, T L. Milfont, C Cantal…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619882038",50,FALSE,17,5.67,4,4,3,"Right-wing authoritarianism (RWA) has been a central explanatory concept and predictor of sociopolitical and intergroup attitudes over the last decades. Research indicates RWA is …","https://repositorio.pucrs.br/dspace/bitstream/10923/17962/2/Evidence_for_Cultural_Variability_in_RightWing_Authoritarianism_Factor_Structure_in_a_Politically_Unstable_Context.pdf","https://scholar.google.com/scholar?q=related:Wi-VZmz0yzYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"388","10.1177/1948550619882925","Preferences for sexually dimorphic body characteristics revealed in a large sample of speed daters","preferences for sexually dimorphic body characteri",17,"MJ Sidari, AJ Lee, SC Murphy…",2021,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619882925",63,FALSE,17,8.5,4,4,2,"While hundreds of studies have investigated the indices that make up attractive body shapes, these studies were based on preferences measured in the laboratory using pictorial …","http://dspace.stir.ac.uk/bitstream/1893/30130/1/SPPS_20Manuscript_20Final.pdf","https://scholar.google.com/scholar?q=related:m7e3jsuSzjQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"389","10.1177/1948550619883294","“Mixed” drinking motivations: A comparison of majority, multiracial, and minority college students","mixed drinking motivations a comparison of majorit",13,"BC Straka, SE Gaither, SK Acheson…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619883294",52,FALSE,13,4.33,3,4,3,"Social exclusion is associated with substance use, but the specific link between majority and minority racial group membership and substance use is unknown. We examined how social …","https://www.researchgate.net/profile/Brenda-Straka/publication/337365142_Mixed_Drinking_Motivations_A_Comparison_of_Majority_Multiracial_and_Minority_College_Students/links/5eff5e0b299bf18816fd0913/Mixed-Drinking-Motivations-A-Comparison-of-Majority-Multiracial-and-Minority-College-Students.pdf","https://scholar.google.com/scholar?q=related:qoLktIGz_7wJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"390","10.1177/1948550619884562","When a sense of “We” is lost: Investigating the consequences of a lost common identity among Druze in Israel","when a sense of we is lost investigating the conse",6,"T Saguy, D Sobol-Sarag, S Halabi…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619884562",99,FALSE,6,2,2,4,3,"Research shows that inclusive identities are effective for improving intergroup relations. Little work, however, asked what happens once a sense of common identity is formed, but …","https://research.rug.nl/files/130611880/1948550619884562.pdf","https://scholar.google.com/scholar?q=related:LzfOm_uoOKEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"391","10.1177/1948550619884563","How do multiracial and monoracial people categorize multiracial faces?","how do multiracial and monoracial people categoriz",11,"M Iankilevitch, LA Cary, JD Remedios…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619884563",77,FALSE,11,3.67,3,4,3,"Due to their awareness of multiraciality and their perceptions of race categories as fluid, multiracial individuals may be unique in how they racially categorize multiracial faces. Yet …",NA,"https://scholar.google.com/scholar?q=related:JlNj2G1jBpQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"392","10.1177/1948550619884564","Comparisons across dimensions, people, and time: On the primacy of social comparison in self-evaluations","comparisons across dimensions people and time on t",29,"E Zell, JE Strickhouser",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619884564",27,FALSE,29,9.67,15,2,3,"People often consider how their performance in one domain compares to their performance in other domains, the performance of other people, and their past performance (ie …",NA,"https://scholar.google.com/scholar?q=related:N4J5eiI7mwEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"393","10.1177/1948550619884565","When and why do third parties punish outside of the lab? A cross-cultural recall study","when and why do third parties punish outside of th",25,"EJ Pedersen, WHB McAuliffe, Y Shah…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619884565",38,FALSE,25,8.33,6,4,3,"Punishment can reform uncooperative behavior and hence could have contributed to humans' ability to live in large-scale societies. Punishment by unaffected third parties has …","https://psyarxiv.com/fhe62/download?format=pdf","https://scholar.google.com/scholar?q=related:BjPMUs2LeR8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"394","10.1177/1948550619884566","“Let me show you how nice I am”: Impression management as bias in empathic responses","let me show you how nice i am impression managemen",31,"C Sassenrath",2020,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619884566",21,FALSE,31,10.33,31,1,3,"Past research showed that empathic responses are confounded with social desirability. The present research aims at illuminating this confound. In a first step, it is examined how a …","https://oparu.uni-ulm.de/xmlui/bitstream/handle/123456789/46552/10.1177_1948550619884566.pdf?sequence=1","https://scholar.google.com/scholar?q=related:-AjeKgogl3IJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
