"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","DOI_missing","CitationURL","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"459","10.1177/0146167220910872","Can't buy me love (or friendship): Social consequences of financially contingent self-worth","cant buy me love or friendship social consequences",10,"DE Ward, LE Park, K Naragon-Gainey…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220910872","https://scholar.google.com/scholar?cites=2955680940982385342&as_sdt=2005&sciodt=0,5&hl=en",105,FALSE,NA,10,3.33,3,4,3,"Although people may think that money improves one's relationships, research suggests otherwise. Focusing on money is associated with spending less time maintaining …","https://www.researchgate.net/profile/Lora-Park/publication/340035847_Can%27t_Buy_Me_Love_or_Friendship_Social_Consequences_of_Financially_Contingent_Self-Worth/links/5fc1643b92851c933f696599/Cant-Buy-Me-Love-or-Friendship-Social-Consequences-of-Financially-Contingent-Self-Worth.pdf","https://scholar.google.com/scholar?q=related:vrql7CewBCkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"460","10.1177/0146167220911496","Dehumanizing prisoners: remaining sentence duration predicts the ascription of mind to prisoners","dehumanizing prisoners remaining sentence duration",19,"JC Deska, SM Almaraz…",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220911496","https://scholar.google.com/scholar?cites=1454547605861141589&as_sdt=2005&sciodt=0,5&hl=en",75,FALSE,NA,19,6.33,6,3,3,"We tested the novel hypothesis that the dehumanization of prisoners varies as a function of how soon they will be released from prison. Seven studies indicate that people ascribe soon …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220911496","https://scholar.google.com/scholar?q=related:VYw_TFeXLxQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"461","10.1177/0146167220912621","Perceived centrality in social networks increases women's expectations of confronting sexism","perceived centrality in social networks increases ",9,"RA Brands, A Rattan",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220912621","https://scholar.google.com/scholar?cites=11334668078129300397&as_sdt=2005&sciodt=0,5&hl=en",96,FALSE,NA,9,3,5,2,3,"This article integrates the study of intergroup relations and social network cognition, predicting that women who occupy central (vs. peripheral) advice network positions are …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220912621","https://scholar.google.com/scholar?q=related:rUPbO5DUTJ0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"462","10.1177/0146167220913363","On attenuated interactions, measurement error, and statistical power: Guidelines for social and personality psychologists","on attenuated interactions measurement error and s",85,"KR Blake, S Gangestad",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220913363","https://scholar.google.com/scholar?cites=2291679995292298681&as_sdt=2005&sciodt=0,5&hl=en",4,FALSE,NA,85,28.33,43,2,3,"The replication crisis has seen increased focus on best practice techniques to improve the reliability of scientific findings. What remains elusive to many researchers and is frequently …",NA,"https://scholar.google.com/scholar?q=related:uS1EWtCuzR8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"463","10.1177/0146167220913694","Culture and patterns of reciprocity: The role of exchange type, regulatory focus, and emotions","culture and patterns of reciprocity the role of ex",15,"Y Deng, CS Wang, F Aime, L Wang…",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220913694","https://scholar.google.com/scholar?cites=9915223310606664155&as_sdt=2005&sciodt=0,5&hl=en",82,FALSE,NA,15,7.5,3,5,2,"Reciprocity is a fundamental mechanism for sustained social relationships. Escalation-based theories suggest that reciprocity intensifies over time. In contrast, equity-based …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220913694","https://scholar.google.com/scholar?q=related:2wFiYRHzmYkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"464","10.1177/0146167220914116","Social class predicts emotion perception and perspective-taking performance in adults","social class predicts emotion perception and persp",52,"P Dietze, ED Knowles",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220914116","https://scholar.google.com/scholar?cites=133483330171546292&as_sdt=2005&sciodt=0,5&hl=en",12,FALSE,NA,52,26,26,2,2,"“Theory of Mind”(ToM; people's ability to infer and use information about others' mental states) varies across cultures. In four studies (N= 881), including two preregistered …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220914116","https://scholar.google.com/scholar?q=related:tKpPrmE62gEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"465","10.1177/0146167220916070","Conservatives' moral foundations are more densely connected than liberals' moral foundations","conservatives moral foundations are more densely c",28,"FM Turner-Zwinkels, BB Johnson…",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220916070","https://scholar.google.com/scholar?cites=14995530185063123282&as_sdt=2005&sciodt=0,5&hl=en",30,FALSE,NA,28,14,9,3,2,"We use network psychometrics to map a subsection of moral belief systems predicted by moral foundations theory (MFT). This approach conceptualizes moral systems as networks …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220916070","https://scholar.google.com/scholar?q=related:UslV60DTGtAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"466","10.1177/0146167220916622","Gendered white lies: Women are given inflated performance feedback compared with men","gendered white lies women are given inflated perfo",40,"L Jampol, V Zayas",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220916622","https://scholar.google.com/scholar?cites=9478840575487234796&as_sdt=2005&sciodt=0,5&hl=en",20,FALSE,NA,40,20,20,2,2,"Are underperforming women given less truthful, but kinder performance feedback (“white lies”) compared with equally underperforming men? We test this hypothesis by using a …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220916622","https://scholar.google.com/scholar?q=related:7NJ5SEibi4MJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"467","10.1177/0146167220916631","Meta-analytic use of balanced identity theory to validate the Implicit Association Test","metaanalytic use of balanced identity theory to va",26,"D Cvencek, AN Meltzoff, CD Maddox…",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220916631","https://scholar.google.com/scholar?cites=15325930171830124573&as_sdt=2005&sciodt=0,5&hl=en",31,FALSE,NA,26,13,7,4,2,"This meta-analysis evaluated theoretical predictions from balanced identity theory (BIT) and evaluated the validity of zero points of Implicit Association Test (IAT) and self-report …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220916631","https://scholar.google.com/scholar?q=related:HUBggEqksNQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"468","10.1177/0146167220916633","The psychology of entrenched privilege: High socioeconomic status individuals from affluent backgrounds are uniquely high in entitlement","the psychology of entrenched privilege high socioe",38,"S Côté, JE Stellar, R Willer, RC Forbes…",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220916633","https://scholar.google.com/scholar?cites=16519322077235178473&as_sdt=2005&sciodt=0,5&hl=en",22,FALSE,NA,38,19,8,5,2,"As rates of intergenerational social mobility decline, it is increasingly important to understand the psychological consequences of entrenched socioeconomic privilege. Here …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220916633","https://scholar.google.com/scholar?q=related:6eve9-drQOUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"469","10.1177/0146167220916640","Social class competence stereotypes are amplified by socially signaled economic inequality","social class competence stereotypes are amplified ",41,"P Connor, J Varney, D Keltner…",2021,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220916640","https://scholar.google.com/scholar?cites=10739237096847871709&as_sdt=2005&sciodt=0,5&hl=en",15,FALSE,NA,41,20.5,10,4,2,"A number of psychological theories suggest that increased economic inequality may lead to greater social class stereotyping. However, all existing evidence for this claim is …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220916640","https://scholar.google.com/scholar?q=related:3Y5QnD1vCZUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"470","10.1177/0146167220919208","A process dissociation model of implicit rapid revision in response to diagnostic revelations","a process dissociation model of implicit rapid rev",6,"J Cone, J Calanchini",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220919208","https://scholar.google.com/scholar?cites=16027045656721197981&as_sdt=2005&sciodt=0,5&hl=en",100,FALSE,NA,6,3,3,2,2,"Previous research has demonstrated that implicit evaluations can be reversed with exposure to a single impression-inconsistent behavior. But what exactly is changing when perceivers …","https://escholarship.org/content/qt3hj226wp/qt3hj226wp.pdf","https://scholar.google.com/scholar?q=related:nYvVHxyBa94J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"471","10.1177/0146167220919212","Narcissism in political participation","narcissism in political participation",16,"Z Fazekas, PK Hatemi",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220919212","https://scholar.google.com/scholar?cites=11482566239492351270&as_sdt=2005&sciodt=0,5&hl=en",57,FALSE,NA,16,8,8,2,2,"Much attention has focused on the social, institutional, and mobilization factors that influence political participation, with a renewed interest in psychological motivations. One trait that has …","https://research-api.cbs.dk/ws/files/65930055/zoltan_fazekas_et_al_narcissism_in_political_acceptedmanuscript.pdf","https://scholar.google.com/scholar?q=related:JqXVVihFWp8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"472","10.1177/0146167220919213","My true self is better than yours: Comparative bias in true self judgments","my true self is better than yours comparative bias",20,"Y Zhang, M Alicke",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220919213","https://scholar.google.com/scholar?cites=18427708988882013586&as_sdt=2005&sciodt=0,5&hl=en",47,FALSE,NA,20,10,10,2,2,"Researchers have assumed that people judge their own true selves, or their authentic and fundamental nature, to be no better than that of others. This assumption conflicts with self …","https://www.researchgate.net/profile/Mark-Alicke/publication/341650025_True_Self_PSP/links/5ecd166a458515294510583a/True-Self-PSP.pdf","https://scholar.google.com/scholar?q=related:ks2V8rBfvP8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"473","10.1177/0146167220920167","Generalizability of results from dyadic data: Participation of one versus two members of a romantic couple is associated with breakup likelihood","generalizability of results from dyadic data parti",28,"Y Park, EA Impett, G MacDonald",2021,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220920167","https://scholar.google.com/scholar?cites=15140873226946798158&as_sdt=2005&sciodt=0,5&hl=en",29,FALSE,NA,28,14,9,3,2,"With a growing body of relationship research relying on dyadic data (ie, in which both members of a couple are participants), researchers have raised questions about whether …","https://www.emilyimpett.com/s/Generalizability-of-results-from-dyadic-data-Participation-of-one-versus-two-members-of-a-romantic-c.pdf","https://scholar.google.com/scholar?q=related:TuJi6fovH9IJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"474","10.1177/0146167220921041","The relationship between system justification and perspective-taking and empathy","the relationship between system justification and ",11,"Z Li, JA Edwards",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220921041","https://scholar.google.com/scholar?cites=16609909859865989006&as_sdt=2005&sciodt=0,5&hl=en",77,FALSE,NA,11,5.5,6,2,2,"Four studies tested the hypotheses that system-justifying beliefs will be negatively associated with perspective-taking (PT) and empathic concern (EC) and this negative …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220921041","https://scholar.google.com/scholar?q=related:jg-StANBguYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"475","10.1177/0146167220921043","A privileged point of view: Effects of subjective socioeconomic status on naïve realism and political division","a privileged point of view effects of subjective s",16,"JL Brown-Iannuzzi, KB Lundberg…",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220921043","https://scholar.google.com/scholar?cites=16865449133232248368&as_sdt=2005&sciodt=0,5&hl=en",63,FALSE,NA,16,8,5,3,2,"In the United States, both economic inequality and political conflict are on the rise. We investigated whether subjective socioeconomic status (SSS) may help explain why these …",NA,"https://scholar.google.com/scholar?q=related:MFa6M6EcDuoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
