"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","year"
"486",4,"B Koopmann-Holm, K Bartel…","Seeing the whole picture? Avoided negative affect and processing of others' suffering",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220903905","https://scholar.google.com/scholar?cites=18438127150765054522&as_sdt=2005&sciodt=0,5&hl=en",113,2023-09-25 15:51:21,NA,"10.1177/0146167220903905",NA,NA,NA,NA,NA,NA,4,1.33,1,3,3,"Noticing someone's pain is the first step to a compassionate response. While past research suggests that the degree to which people want to avoid feeling negative (“avoided negative …","https://www.researchgate.net/profile/Huiru-Yang-3/publication/339198141_Seeing_the_Whole_Picture_Avoided_Negative_Affect_and_Processing_of_Others%27_Suffering/links/5f74b405a6fdcc00864b1d08/Seeing-the-Whole-Picture-Avoided-Negative-Affect-and-Processing-of-Others-Suffering.pdf","https://scholar.google.com/scholar?q=related:OhrWSPRi4f8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"487",5,"E Orehek, LJ Human, MA Sayette…","Self-expression while drinking alcohol: Alcohol influences personality expression during first impressions",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219843933","https://scholar.google.com/scholar?cites=5528964114196514171&as_sdt=2005&sciodt=0,5&hl=en",114,2023-09-25 15:51:21,NA,"10.1177/0146167219843933",NA,NA,NA,NA,NA,NA,5,1.67,1,4,3,"People are motivated to be perceived both positively and accurately and, therefore, approach social settings and adopt means that allow them to reach these goals. We …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219843933","https://scholar.google.com/scholar?q=related:e8WQcpHTukwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"488",2,"H Sjåstad, J Van Bavel","The best-case heuristic: Relative optimism in relationships, politics, and a global health pandemic",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672231191360","https://scholar.google.com/scholar?cites=13915289869169514772&as_sdt=2005&sciodt=0,5&hl=en",115,2023-09-25 15:51:21,NA,"10.1177/01461672231191360",NA,NA,NA,NA,NA,NA,2,0.67,1,2,3,"In four experiments covering three different life domains, participants made future predictions in what they considered the most realistic scenario, an optimistic best-case …","https://psyarxiv.com/pcj4f/download?format=pdf","https://scholar.google.com/scholar?q=related:FNlw3mgKHcEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"489",5,"IN Onyeador, NM Daumeyer, JM Rucker, A Duker…","Disrupting Beliefs in Racial Progress: Reminders of persistent racial discrimination disrupt beliefs in racial progress but not perceptions of current racial …",2020,"… Social Psychology Bulletin",NA,NA,"https://scholar.google.com/scholar?cites=208051892507210994&as_sdt=2005&sciodt=0,5&hl=en",116,2023-09-25 15:51:21,"CITATION",NA,NA,NA,NA,NA,NA,NA,5,1.67,1,5,3,NA,NA,"https://scholar.google.com/scholar?q=related:8nS9Cxgm4wIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"490",2,"J Jetten, F Mols, N Steffens","Prosperous but fearing to fall: The wealth paradox, collective angst, and opposition to immigration",2020,"Personality and Social Psychology Bulletin",NA,NA,"https://scholar.google.com/scholar?cites=17188060514273184819&as_sdt=2005&sciodt=0,5&hl=en",117,2023-09-25 15:51:21,"CITATION",NA,NA,NA,NA,NA,NA,NA,2,0.67,1,3,3,NA,NA,"https://scholar.google.com/scholar?q=related:M8wrs_hBiO4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"491",2,"D Cvencek","Meta-analytic evaluation of IAT and self-report measures in testing balanced identity theory",2020,"Personality and Social Psychology Bulletin",NA,NA,"https://scholar.google.com/scholar?cites=13385891443969052451&as_sdt=2005&sciodt=0,5&hl=en",118,2023-09-25 15:51:21,"CITATION",NA,NA,NA,NA,NA,NA,NA,2,0.67,2,1,3,NA,NA,"https://scholar.google.com/scholar?q=related:I0-3x1g9xLkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"492",2,"EA Canning, MC Murphy, KT Emerson, JA Chatman…","Organizational mindsets shape corporate culture, trust, and commitment",2020,"… Social Psychology Bulletin",NA,NA,"https://scholar.google.com/scholar?cites=12506263118433289359&as_sdt=2005&sciodt=0,5&hl=en",119,2023-09-25 15:51:21,"CITATION",NA,NA,NA,NA,NA,NA,NA,2,0.67,0,5,3,NA,NA,"https://scholar.google.com/scholar?q=related:jwTJkQssj60J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"493",0,"SCL BA, PB Kappa","Mark R. Leary",2020,"Personality and Social Psychology Bulletin","sites.duke.edu","https://sites.duke.edu/leary/files/2021/06/Vita2021.pdf",NA,120,2023-09-25 15:51:21,"PDF",NA,NA,NA,NA,NA,NA,NA,0,0,0,2,3,"Leary, MR, Tipsord, J., &Tate, EB (2008). Allo-inclusive identity: Incorporating the natural and social worlds into one's sense of self. In H. Wayment &J. Bauer (Eds.), Transcending …","https://sites.duke.edu/leary/files/2021/06/Vita2021.pdf","https://scholar.google.com/scholar?q=related:AppwbY46zqIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"494",5,"HE Suna, BS Gür, S Gelbal, M Özer","Fen lisesi öğrencilerinin sosyoekonomik arkaplanı ve yükseköğretime geçişteki tercihleri. Yükseköğretim Dergisi, 10 (3), 356–370",2020,"Personality and Social Psychology Bulletin",NA,NA,"https://scholar.google.com/scholar?cites=12152887441984699777&as_sdt=2005&sciodt=0,5&hl=en",121,2023-09-25 15:51:21,"CITATION",NA,NA,NA,NA,NA,NA,NA,5,1.67,1,4,3,NA,NA,"https://scholar.google.com/scholar?q=related:gb3NXr26p6gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"495",86,"OE Atherton, E Grijalva, BW Roberts…","Stability and change in personality traits and major life goals from college to midlife",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220949362","https://scholar.google.com/scholar?cites=12133448292612431555&as_sdt=2005&sciodt=0,5&hl=en",1,2023-09-25 16:08:00,NA,"10.1177/0146167220949362",NA,NA,NA,NA,NA,NA,86,43,22,4,2,"The association between personality traits and motivational units, such as life goals, has been a long-standing interest of personality scientists. However, little research has …","https://psyarxiv.com/ekn5p/download?format=pdf","https://scholar.google.com/scholar?q=related:w967te-qYqgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"496",62,"A Sorokowska, S Saluja, P Sorokowski…","Affective interpersonal touch in close relationships: A cross-cultural perspective",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220988373","https://scholar.google.com/scholar?cites=1499568439262727790&as_sdt=2005&sciodt=0,5&hl=en",2,2023-09-25 16:08:00,NA,"10.1177/0146167220988373",NA,NA,NA,NA,NA,NA,62,31,16,4,2,"Interpersonal touch behavior differs across cultures, yet no study to date has systematically tested for cultural variation in affective touch, nor examined the factors that might account for …","https://pure.mpg.de/rest/items/item_3288987/component/file_3352750/content","https://scholar.google.com/scholar?q=related:bk6k6oyJzxQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"497",59,"E Bruneau, B Hameiri…","Intergroup contact reduces dehumanization and meta-dehumanization: Cross-sectional, longitudinal, and quasi-experimental evidence from 16 samples in five …",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220949004","https://scholar.google.com/scholar?cites=2614318631990197723&as_sdt=2005&sciodt=0,5&hl=en",3,2023-09-25 16:08:00,NA,"10.1177/0146167220949004",NA,NA,NA,NA,NA,NA,59,29.5,20,3,2,"In 16 independent samples from five countries involving~ 7,700 participants, we employ a mixture of cross-sectional, longitudinal, and quasi-experimental methods to examine the …","https://pcnl.asc.upenn.edu/wp-content/uploads/2020/09/2020.Bruneau.Intergroup-Contact-Reduces-Dehumanization-and-Meta-Dehumanization-Cross-Sectional-Longitudinal-and-Quasi-Experimental-Evidence-From-16-Samples-in-Five-Countries.pdf","https://scholar.google.com/scholar?q=related:2_11zfHsRyQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"498",73,"S Chen, KR Binning, KJ Manke…","Am I a science person? A strong science identity bolsters minority students' sense of belonging and performance in college",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220936480","https://scholar.google.com/scholar?cites=17554173053310909689&as_sdt=2005&sciodt=0,5&hl=en",4,2023-09-25 16:08:00,NA,"10.1177/0146167220936480",NA,NA,NA,NA,NA,NA,73,36.5,18,4,2,"Identifying as a “science person” is predictive of science success, but the mechanisms involved are not well-understood. We hypothesized that science identity predicts success …","https://journals.sagepub.com/doi/full/10.1177/0146167220936480","https://scholar.google.com/scholar?q=related:-bxU0GLznPMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"499",58,"IN Onyeador, NM Daumeyer…","Disrupting beliefs in racial progress: Reminders of persistent racism alter perceptions of past, but not current, racial economic equality",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220942625","https://scholar.google.com/scholar?cites=12538810688024639282&as_sdt=2005&sciodt=0,5&hl=en",5,2023-09-25 16:08:00,NA,"10.1177/0146167220942625",NA,NA,NA,NA,NA,NA,58,29,19,3,2,"Although there has been limited progress toward economic equality between Americans over the past half-century, many Americans are largely unaware of the persistence of …","https://journals.sagepub.com/doi/full/10.1177/0146167220942625","https://scholar.google.com/scholar?q=related:MneUJePNAq4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"500",52,"F Uenal, R Bergh, J Sidanius, A Zick…","The nature of Islamophobia: A test of a tripartite view in five countries",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220922643","https://scholar.google.com/scholar?cites=452782868139205484&as_sdt=2005&sciodt=0,5&hl=en",6,2023-09-25 16:08:00,NA,"10.1177/0146167220922643",NA,NA,NA,NA,NA,NA,52,26,10,5,2,"This article provides an examination of the structure of Islamophobia across cultures. Our novel measure—the Tripartite Islamophobia Scale (TIS)—embeds three theoretically and …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220922643","https://scholar.google.com/scholar?q=related:bOPRn56bSAYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"501",42,"EJ Boothby, VK Bohns","Why a simple act of kindness is not as simple as it seems: Underestimating the positive impact of our compliments on others",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220949003","https://scholar.google.com/scholar?cites=7094816181094732054&as_sdt=2005&sciodt=0,5&hl=en",7,2023-09-25 16:08:00,NA,"10.1177/0146167220949003",NA,NA,NA,NA,NA,NA,42,21,21,2,2,"A simple compliment can make someone's day, start a new friendship, or just make the world a better, kinder place. So, why don't people give more compliments? Perhaps people …","https://ecommons.cornell.edu/bitstream/handle/1813/111285/Bohns27_SimpleActofKindess.pdf?sequence=3","https://scholar.google.com/scholar?q=related:FlHYDLrZdWIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"502",51,"D Ren, ED Wesselmann…","Seeking solitude after being ostracized: A replication and beyond",2021,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220928238","https://scholar.google.com/scholar?cites=14961332341043834103&as_sdt=2005&sciodt=0,5&hl=en",8,2023-09-25 16:08:00,NA,"10.1177/0146167220928238",NA,NA,NA,NA,NA,NA,51,25.5,17,3,2,"Individuals may respond to ostracism by either behaving prosocially or antisocially. A recent paper provides evidence for a third response: solitude seeking, suggesting that ostracized …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220928238","https://scholar.google.com/scholar?q=related:9yx74n5Uoc8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"503",45,"K Bernecker, D Becker","Beyond self-control: Mechanisms of hedonic goal pursuit and its relevance for well-being",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220941998","https://scholar.google.com/scholar?cites=18024774845976721963&as_sdt=2005&sciodt=0,5&hl=en",9,2023-09-25 16:08:00,NA,"10.1177/0146167220941998",NA,NA,NA,NA,NA,NA,45,22.5,23,2,2,"Self-control helps to align behavior with long-term goals (eg, exercising to stay fit) and shield it from conflicting hedonic goals (eg, relaxing). Decades of research have shown that self …",NA,"https://scholar.google.com/scholar?q=related:K7rWGjndJPoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"504",44,"Y Park, EA Impett, G MacDonald","Singles' sexual satisfaction is associated with more satisfaction with singlehood and less interest in marriage",2021,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220942361","https://scholar.google.com/scholar?cites=9634589789228288231&as_sdt=2005&sciodt=0,5&hl=en",10,2023-09-25 16:08:00,NA,"10.1177/0146167220942361",NA,NA,NA,NA,NA,NA,44,22,15,3,2,"Despite the worldwide increase in single-person households, little research has examined what factors contribute to a satisfying single life. We used three data sets (N= 3,890) to …","https://midus.wisc.edu/findings/pdfs/2165.pdf","https://scholar.google.com/scholar?q=related:58iO913wtIUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"505",52,"MJ Brandt, FM Turner-Zwinkels…","The association between threat and politics depends on the type of threat, the political domain, and the country",2021,"… psychology bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220946187","https://scholar.google.com/scholar?cites=1781940533371259623&as_sdt=2005&sciodt=0,5&hl=en",11,2023-09-25 16:08:00,NA,"10.1177/0146167220946187",NA,NA,NA,NA,NA,NA,52,26,17,3,2,"Theories link threat with right-wing political beliefs. We use the World Values Survey (60,378 participants) to explore how six types of threat (eg, economic, violence, and surveillance) are …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220946187","https://scholar.google.com/scholar?q=related:58p2Vnm5uhgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
"506",52,"P Dietze, ED Knowles","Social class predicts emotion perception and perspective-taking performance in adults",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220914116","https://scholar.google.com/scholar?cites=133483330171546292&as_sdt=2005&sciodt=0,5&hl=en",12,2023-09-25 16:08:00,NA,"10.1177/0146167220914116",NA,NA,NA,NA,NA,NA,52,26,26,2,2,"“Theory of Mind”(ToM; people's ability to infer and use information about others' mental states) varies across cultures. In four studies (N= 881), including two preregistered …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220914116","https://scholar.google.com/scholar?q=related:tKpPrmE62gEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",2021
